timestamp,action,pair,price,ratio,quote_currency
2025-04-26 16:08:41,BUY,KRW-DOGE,262.0,0.07,KRW
2025-04-26 16:20:39,BUY,KRW-DOGE,262.0,0.07,KRW
2025-04-26 23:44:40,BUY,KRW-DOGE,262.0,0.07,KRW
2025-04-27 01:20:37,BUY,KRW-DOGE,262.0,0.07,KRW
2025-04-27 04:14:33,BUY,KRW-DOGE,259.0,0.1,KRW
2025-04-27 12:35:42,BUY,KRW-DOGE,259.0,0.1,KRW
2025-04-27 12:44:37,BUY,KRW-DOGE,259.0,0.1,KRW
2025-04-27 18:44:49,SELL,KRW-DOGE,262.0,30.0,KRW
2025-04-27 19:11:41,SELL,KRW-DOGE,262.0,30.0,KRW
2025-04-28 01:24:01,BUY,KRW-DOGE,253.0,0.15,KRW
2025-04-28 01:35:42,BUY,KRW-DOGE,252.0,0.17,KRW
2025-04-28 09:53:59,BUY,KRW-DOGE,261.0,0.07,KRW
2025-04-28 15:38:35,BUY,KRW-DOGE,252.0,0.17,KRW
2025-04-29 12:05:59,BUY,KRW-DOGE,257.0,0.11,KRW
2025-04-29 15:59:44,BUY,KRW-DOGE,256.0,0.12,KRW
2025-04-29 21:23:54,BUY,KRW-DOGE,252.0,0.17,KRW
2025-04-29 21:33:09,BUY,KRW-DOGE,252.0,0.17,KRW
2025-04-30 05:44:53,BUY,KRW-DOGE,252.0,0.17,KRW
2025-04-30 12:42:06,BUY,KRW-DOGE,248.0,0.21,KRW
2025-04-30 12:48:12,BUY,KRW-DOGE,247.0,0.22,KRW
2025-04-30 20:14:58,SELL,KRW-DOGE,252.0,28.7,KRW
2025-04-30 20:29:56,SELL,KRW-DOGE,252.0,28.7,KRW
2025-05-01 06:21:13,BUY,KRW-DOGE,252.0,0.17,KRW
2025-05-02 16:07:17,SELL,KRW-DOGE,262.0,29.7,KRW
2025-05-03 04:25:07,SELL,KRW-DOGE,258.0,29.3,KRW
2025-05-03 20:37:37,BUY,KRW-DOGE,253.0,0.15,KRW
2025-05-04 02:49:36,BUY,KRW-DOGE,252.0,0.17,KRW
2025-05-05 01:34:00,BUY,KRW-DOGE,242.0,0.27,KRW
2025-05-05 10:18:38,BUY,KRW-DOGE,244.0,0.25,KRW
2025-05-05 10:48:54,BUY,KRW-DOGE,242.0,0.27,KRW
2025-05-05 13:26:02,SELL,KRW-DOGE,243.0,27.8,KRW
2025-05-05 14:00:23,SELL,KRW-DOGE,243.0,27.8,KRW
2025-05-05 16:39:23,SELL,KRW-DOGE,243.0,27.8,KRW
2025-05-05 20:12:31,BUY,KRW-DOGE,241.0,0.28,KRW
2025-05-06 01:51:58,BUY,KRW-DOGE,241.0,0.28,KRW
2025-05-06 03:39:34,SELL,KRW-DOGE,242.0,27.7,KRW
2025-05-06 17:52:01,BUY,KRW-DOGE,238.0,0.3,KRW
2025-05-06 18:09:54,BUY,KRW-DOGE,237.0,0.32,KRW
2025-05-06 19:39:45,BUY,KRW-DOGE,239.0,0.3,KRW
2025-05-06 20:00:36,BUY,KRW-DOGE,239.0,0.3,KRW
2025-05-07 03:20:55,BUY,KRW-DOGE,241.0,0.28,KRW
2025-05-07 05:31:00,BUY,KRW-DOGE,244.0,0.25,KRW
2025-05-07 05:40:13,BUY,KRW-DOGE,243.0,0.26,KRW
2025-05-07 09:15:27,BUY,KRW-DOGE,245.0,0.24,KRW
2025-05-07 11:54:30,SELL,KRW-DOGE,246.0,28.1,KRW
2025-05-07 17:54:48,BUY,KRW-DOGE,242.0,0.26,KRW
2025-05-07 18:15:39,BUY,KRW-DOGE,241.0,0.28,KRW
2025-05-07 21:31:39,SELL,KRW-DOGE,245.0,28.0,KRW
2025-05-07 21:49:16,SELL,KRW-DOGE,245.0,28.0,KRW
2025-05-08 04:30:41,SELL,KRW-DOGE,257.0,28.1,KRW
2025-05-08 23:49:33,SELL,KRW-DOGE,278.0,30.2,KRW
2025-05-09 00:25:20,BUY,KRW-DOGE,273.0,0.01,KRW
2025-05-09 00:40:28,BUY,KRW-DOGE,273.0,0.01,KRW
2025-05-09 07:10:50,SELL,KRW-DOGE,280.0,30.4,KRW
2025-05-09 07:40:02,SELL,KRW-DOGE,289.0,31.3,KRW
2025-05-09 07:49:19,SELL,KRW-DOGE,292.0,31.6,KRW
2025-05-09 08:24:05,SELL,KRW-DOGE,294.0,31.8,KRW
2025-05-09 14:28:29,BUY,KRW-DOGE,285.0,0.01,KRW
2025-05-09 22:04:25,BUY,KRW-DOGE,286.0,0.01,KRW
2025-05-10 00:10:17,SELL,KRW-DOGE,290.0,31.4,KRW
2025-05-10 00:19:28,SELL,KRW-DOGE,291.0,31.5,KRW
2025-05-10 06:01:47,SELL,KRW-DOGE,304.0,32.8,KRW
2025-05-10 06:19:23,SELL,KRW-DOGE,307.0,33.1,KRW
2025-05-10 06:46:36,SELL,KRW-DOGE,310.0,33.4,KRW
2025-05-10 06:55:24,SELL,KRW-DOGE,313.0,33.7,KRW
2025-05-10 14:55:11,SELL,KRW-DOGE,319.0,34.3,KRW
2025-05-10 17:04:18,SELL,KRW-DOGE,326.0,35.0,KRW
2025-05-10 17:28:34,SELL,KRW-DOGE,329.0,35.3,KRW
2025-05-10 23:02:01,SELL,KRW-DOGE,343.0,36.7,KRW
2025-05-10 23:19:29,SELL,KRW-DOGE,346.0,36.2,KRW
2025-05-11 00:07:35,SELL,KRW-DOGE,356.0,37.1,KRW
2025-05-11 06:43:27,BUY,KRW-DOGE,326.0,0.01,KRW
2025-05-11 12:58:27,BUY,KRW-DOGE,328.0,0.01,KRW
2025-05-11 13:34:23,BUY,KRW-DOGE,323.0,0.06,KRW
2025-05-11 13:58:23,BUY,KRW-DOGE,320.0,0.09,KRW
2025-05-11 15:55:20,BUY,KRW-DOGE,318.0,0.1,KRW
2025-05-11 16:10:26,BUY,KRW-DOGE,312.0,0.17,KRW
2025-05-12 00:34:25,SELL,KRW-DOGE,331.0,33.9,KRW
2025-05-12 01:10:28,SELL,KRW-DOGE,334.0,34.2,KRW
2025-05-12 07:04:29,SELL,KRW-DOGE,342.0,35.0,KRW
2025-05-12 07:16:40,SELL,KRW-DOGE,348.0,35.6,KRW
2025-05-13 03:24:42,BUY,KRW-DOGE,312.0,0.16,KRW
2025-05-13 03:30:29,BUY,KRW-DOGE,309.0,0.19,KRW
2025-05-13 03:36:37,BUY,KRW-DOGE,310.0,0.18,KRW
2025-05-13 03:51:29,BUY,KRW-DOGE,308.0,0.2,KRW
2025-05-13 05:47:40,BUY,KRW-DOGE,314.0,0.14,KRW
2025-05-13 06:32:43,BUY,KRW-DOGE,316.0,0.12,KRW
2025-05-13 06:41:23,BUY,KRW-DOGE,316.0,0.12,KRW
2025-05-13 07:44:18,BUY,KRW-DOGE,316.0,0.12,KRW
2025-05-13 08:03:33,BUY,KRW-DOGE,318.0,0.1,KRW
2025-05-13 08:23:46,BUY,KRW-DOGE,317.0,0.11,KRW
2025-05-13 08:35:18,BUY,KRW-DOGE,316.0,0.12,KRW
2025-05-13 08:44:19,BUY,KRW-DOGE,317.0,0.11,KRW
2025-05-13 08:56:44,BUY,KRW-DOGE,316.0,0.12,KRW
2025-05-13 09:17:52,BUY,KRW-DOGE,319.0,0.1,KRW
2025-05-13 09:32:49,BUY,KRW-DOGE,321.0,0.07,KRW
2025-05-13 09:50:34,SELL,KRW-DOGE,322.0,8.12,KRW
2025-05-13 11:44:39,SELL,KRW-DOGE,325.0,8.43,KRW
2025-05-13 12:35:40,SELL,KRW-DOGE,325.0,8.43,KRW
2025-05-13 13:29:37,SELL,KRW-DOGE,325.0,8.43,KRW
2025-05-13 14:14:38,BUY,KRW-DOGE,319.0,0.09,KRW
2025-05-13 14:50:31,BUY,KRW-DOGE,317.0,0.11,KRW
2025-05-13 16:11:36,SELL,KRW-DOGE,334.0,9.32,KRW
2025-05-13 16:20:29,SELL,KRW-DOGE,337.0,9.62,KRW
2025-05-13 19:59:18,BUY,KRW-DOGE,334.0,0.01,KRW
2025-05-13 23:56:41,SELL,KRW-DOGE,339.0,9.83,KRW
2025-05-14 00:29:24,BUY,KRW-DOGE,335.0,0.01,KRW
2025-05-14 00:35:37,SELL,KRW-DOGE,338.0,9.72,KRW
2025-05-14 01:05:28,BUY,KRW-DOGE,335.0,0.01,KRW
2025-05-14 01:35:28,SELL,KRW-DOGE,341.0,10.03,KRW
2025-05-14 01:50:27,BUY,KRW-DOGE,336.0,0.01,KRW
2025-05-14 01:59:25,BUY,KRW-DOGE,335.0,0.02,KRW
2025-05-14 02:05:25,BUY,KRW-DOGE,333.0,0.04,KRW
2025-05-14 03:03:27,BUY,KRW-DOGE,336.0,0.01,KRW
2025-05-14 03:29:29,BUY,KRW-DOGE,332.0,0.05,KRW
2025-05-14 03:50:30,SELL,KRW-DOGE,337.0,9.62,KRW
2025-05-14 04:41:43,SELL,KRW-DOGE,340.0,9.93,KRW
2025-05-14 05:05:33,SELL,KRW-DOGE,343.0,10.23,KRW
2025-05-14 05:41:40,SELL,KRW-DOGE,342.0,9.83,KRW
2025-05-14 05:47:47,SELL,KRW-DOGE,343.0,9.93,KRW
2025-05-14 06:05:39,SELL,KRW-DOGE,346.0,6.93,KRW
2025-05-14 06:50:35,BUY,KRW-DOGE,340.0,0.01,KRW
2025-05-14 07:20:37,BUY,KRW-DOGE,336.0,0.05,KRW
2025-05-14 07:29:38,BUY,KRW-DOGE,335.0,0.06,KRW
2025-05-14 07:59:35,BUY,KRW-DOGE,334.0,0.07,KRW
2025-05-14 08:11:51,BUY,KRW-DOGE,331.0,0.1,KRW
2025-05-14 08:35:40,BUY,KRW-DOGE,331.0,0.1,KRW
2025-05-14 08:41:39,BUY,KRW-DOGE,332.0,0.09,KRW
2025-05-14 09:05:37,BUY,KRW-DOGE,327.0,0.14,KRW
2025-05-14 09:44:40,BUY,KRW-DOGE,328.0,0.13,KRW
2025-05-14 09:50:43,BUY,KRW-DOGE,328.0,0.13,KRW
2025-05-14 10:03:29,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 10:20:40,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 10:56:56,BUY,KRW-DOGE,329.0,0.12,KRW
2025-05-14 11:06:08,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 11:45:16,SELL,KRW-DOGE,335.0,4.92,KRW
2025-05-14 12:51:14,BUY,KRW-DOGE,331.0,0.1,KRW
2025-05-14 13:36:08,SELL,KRW-DOGE,334.0,4.83,KRW
2025-05-14 13:51:15,BUY,KRW-DOGE,327.0,0.14,KRW
2025-05-14 14:30:17,BUY,KRW-DOGE,326.0,0.15,KRW
2025-05-14 15:06:14,BUY,KRW-DOGE,324.0,0.17,KRW
2025-05-14 17:14:34,BUY,KRW-DOGE,324.0,0.18,KRW
2025-05-14 17:26:37,BUY,KRW-DOGE,322.0,0.19,KRW
2025-05-14 20:03:42,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 20:14:30,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 20:20:33,BUY,KRW-DOGE,329.0,0.12,KRW
2025-05-14 20:29:39,BUY,KRW-DOGE,329.0,0.12,KRW
2025-05-14 20:35:29,BUY,KRW-DOGE,328.0,0.14,KRW
2025-05-14 20:53:42,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 21:05:33,BUY,KRW-DOGE,328.0,0.14,KRW
2025-05-14 21:33:11,BUY,KRW-DOGE,327.0,0.14,KRW
2025-05-14 22:03:29,BUY,KRW-DOGE,330.0,0.11,KRW
2025-05-14 22:11:31,BUY,KRW-DOGE,329.0,0.12,KRW
2025-05-14 22:29:31,BUY,KRW-DOGE,328.0,0.14,KRW
